zip_code,offense_type,latitude,longitude
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.18919271,-97.76789963
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.35465196,-97.70433696
78702,BURGLARY OF VEHICLE,30.2625452,-97.73386795
78745,CRIMINAL MISCHIEF,30.19259606,-97.77497082
78753,BURGLARY OF VEHICLE,30.39784803,-97.66153475
78753,BURGLARY OF VEHICLE,30.3433658,-97.69997996
78702,CRIMINAL MISCHIEF,30.26394522,-97.73170426
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26021551,-97.73833773
78723,THEFT,30.29012072,-97.70718488
78723,FAMILY DISTURBANCE,30.32066659,-97.68767105
78745,THEFT,30.2086772,-97.76453544
78704,BURGLARY OF VEHICLE,30.23405088,-97.77742329
78753,THEFT,30.36910605,-97.67038129
78758,BURGLARY OF VEHICLE,30.39640062,-97.70517836
78758,FAMILY DISTURBANCE,30.40934374,-97.69873297
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.27540693,-97.71433784
78753,THEFT,30.39278394,-97.65873401
78745,BURGLARY OF VEHICLE,30.21207491,-97.76130058
78704,FAMILY DISTURBANCE,30.23731396,-97.78162254
78758,FAMILY DISTURBANCE,30.38943266,-97.69426441
78758,BURGLARY OF VEHICLE,30.39678601,-97.7170372
78723,THEFT,30.3185291,-97.7034222
78757,BURGLARY OF VEHICLE,30.35853231,-97.72857888
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.35581877,-97.6772718
78701,THEFT,30.26465096,-97.74632014
78757,BURGLARY OF VEHICLE,30.36657697,-97.72870733
78753,THEFT,30.33578546,-97.68607374
78745,BURGLARY OF VEHICLE,30.22891081,-97.7889011
78744,CRIMINAL MISCHIEF,30.20524259,-97.75566571
78753,BURGLARY OF VEHICLE,30.33924347,-97.69358265
78701,BURGLARY OF VEHICLE,30.28063107,-97.74199725
78758,BURGLARY OF VEHICLE,30.41740257,-97.70008357
78745,THEFT,30.22426856,-97.8019608
78758,FAMILY DISTURBANCE,30.41397949,-97.6969244
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.2186138,-97.78323763
78704,THEFT,30.25065486,-97.76533847
78741,THEFT,30.22146491,-97.72690401
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.18067298,-97.75438375
78704,FAMILY DISTURBANCE,30.26305996,-97.76237878
78702,THEFT,30.2640271,-97.7075398
78758,FAMILY DISTURBANCE,30.36622279,-97.71509419
78723,THEFT,30.31702008,-97.70333336
78741,FAMILY DISTURBANCE,30.23433705,-97.71398825
78744,FAMILY DISTURBANCE,30.20363912,-97.68504023
78741,BURGLARY OF VEHICLE,30.23012463,-97.69969127
78723,FAMILY DISTURBANCE,30.31181362,-97.68250259
78741,BURGLARY OF VEHICLE,30.24484416,-97.73035306
78758,BURGLARY OF VEHICLE,30.39640062,-97.70517836
78704,THEFT,30.24474857,-97.75732592
78745,BURGLARY OF VEHICLE,30.20037025,-97.76887566
78748,FAMILY DISTURBANCE,30.16548757,-97.78952006
78702,FAMILY DISTURBANCE,30.27512984,-97.70617625
78745,BURGLARY OF VEHICLE,30.20037025,-97.76887566
78701,THEFT,30.27087744,-97.75012356
78704,THEFT,30.26067888,-97.74683528
78758,BURGLARY OF VEHICLE,30.35483508,-97.70723379
78702,BURGLARY OF VEHICLE,30.26325671,-97.73003407
78744,BURGLARY OF VEHICLE,30.21364024,-97.7495705
78702,BURGLARY OF VEHICLE,30.26325671,-97.73003407
78745,BURGLARY OF VEHICLE,30.19402839,-97.78031521
78753,FAMILY DISTURBANCE,30.36652912,-97.69300709
78701,CRIMINAL MISCHIEF,30.27174365,-97.74017619
78759,BURGLARY OF VEHICLE,30.41801083,-97.74758004
78745,FAMILY DISTURBANCE,30.19589942,-97.77236943
78702,BURGLARY OF VEHICLE,30.26242009,-97.73515766
78702,BURGLARY OF VEHICLE,30.25395082,-97.70893215
78753,CRIMINAL MISCHIEF,30.38038916,-97.66077496
78702,CRIMINAL MISCHIEF,30.25932863,-97.70535158
78701,BURGLARY OF VEHICLE,30.25660993,-97.73847899
78744,THEFT,30.17657602,-97.77953859
78748,FAMILY DISTURBANCE,30.17472917,-97.79342983
78701,BURGLARY OF VEHICLE,30.25750451,-97.73824268
78753,FAMILY DISTURBANCE,30.34950001,-97.69667616
78758,CRIMINAL MISCHIEF,30.36486901,-97.69600225
78723,THEFT,30.31639298,-97.70614968
78753,THEFT,30.41357997,-97.67568979
78704,THEFT,30.25255564,-97.76453076
78704,THEFT,30.26067888,-97.74683528
78702,THEFT,30.27825919,-97.70252926
78701,THEFT,30.26772471,-97.73430516
78753,FAMILY DISTURBANCE,30.344303,-97.69767122
78701,BURGLARY OF VEHICLE,30.25546606,-97.73889941
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.4142479,-97.70612296
78744,FAMILY DISTURBANCE,30.1891385,-97.75274896
78701,THEFT,30.26576521,-97.7354637
78701,BURGLARY OF VEHICLE,30.28156628,-97.74254573
78758,CRIMINAL MISCHIEF,30.37306027,-97.71738905
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.22900387,-97.70310447
78753,THEFT,30.34950001,-97.69667616
78752,ASSAULT W/INJURY-FAM/DATE VIOL,30.32380639,-97.71346478
78758,BURGLARY OF VEHICLE,30.3737209,-97.70141589
78753,FAMILY DISTURBANCE,30.34664576,-97.69657342
78753,FAMILY DISTURBANCE,30.34664576,-97.69657342
78753,BURGLARY OF VEHICLE,30.3433658,-97.69997996
78748,THEFT,30.17938111,-97.78394376
78701,THEFT,30.26625203,-97.74988295
78758,THEFT,30.38539571,-97.70018357
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.38539571,-97.70018357
78702,BURGLARY OF VEHICLE,30.25955661,-97.71137775
78744,CRIMINAL MISCHIEF,30.18533746,-97.74715519
78723,CRIMINAL MISCHIEF,30.31878498,-97.70691514
78701,BURGLARY OF VEHICLE,30.28072633,-97.74208342
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.369434,-97.70776879
78744,THEFT,30.21076358,-97.73978336
78757,BURGLARY OF VEHICLE,30.35589111,-97.72420705
78757,BURGLARY OF VEHICLE,30.34881214,-97.72679911
78758,FAMILY DISTURBANCE,30.39761338,-97.70517069
78759,BURGLARY OF VEHICLE,30.39294385,-97.75604107
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.29930398,-97.67369558
78745,THEFT,30.20329491,-97.79335324
78758,FAMILY DISTURBANCE,30.39631423,-97.72087952
78723,THEFT,30.3185291,-97.7034222
78744,FAMILY DISTURBANCE,30.16358782,-97.77878351
78753,BURGLARY OF VEHICLE,30.34473932,-97.70633534
78748,THEFT,30.16927235,-97.80063492
78752,ASSAULT W/INJURY-FAM/DATE VIOL,30.32915121,-97.68006999
78702,BURGLARY OF VEHICLE,30.25138951,-97.69857904
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19135158,-97.76967858
78752,FAMILY DISTURBANCE,30.32925333,-97.69127515
78753,BURGLARY OF VEHICLE,30.42259535,-97.67023009
78752,FAMILY DISTURBANCE,30.33449602,-97.70642402
78741,FAMILY DISTURBANCE,30.24047937,-97.71941252
78753,BURGLARY OF VEHICLE,30.35979391,-97.688358
78745,BURGLARY OF VEHICLE,30.1682816,-97.78549632
78753,FAMILY DISTURBANCE,30.35130269,-97.68645338
78758,BURGLARY OF VEHICLE,30.35483508,-97.70723379
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.3185291,-97.7034222
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.1942887,-97.74179916
78753,FAMILY DISTURBANCE,30.37580571,-97.68764603
78744,FAMILY DISTURBANCE,30.1942887,-97.74179916
78758,FAMILY DISTURBANCE,30.39502693,-97.72736451
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.36586722,-97.6858475
78701,THEFT,30.26700851,-97.74566446
78753,BURGLARY OF VEHICLE,30.34588542,-97.69611219
78702,FAMILY DISTURBANCE,30.26799065,-97.69764118
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26661509,-97.74211998
78753,BURGLARY OF VEHICLE,30.34646485,-97.70759485
78701,THEFT,30.26755605,-97.73982607
78745,BURGLARY OF VEHICLE,30.23070437,-97.80238439
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.36608294,-97.67712551
78741,BURGLARY OF VEHICLE,30.22611363,-97.73370196
78744,FAMILY DISTURBANCE,30.20809201,-97.75526036
78752,FAMILY DISTURBANCE,30.32812399,-97.68865868
78741,BURGLARY OF VEHICLE,30.23445462,-97.72163125
78744,THEFT,30.20809201,-97.75526036
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.41230794,-97.68947161
78758,BURGLARY OF VEHICLE,30.37228486,-97.71026047
78748,FAMILY DISTURBANCE,30.17742281,-97.82206386
78758,THEFT,30.39776451,-97.72673528
78753,BURGLARY OF VEHICLE,30.34657504,-97.69540838
78752,ASSAULT W/INJURY-FAM/DATE VIOL,30.33678922,-97.70545473
78745,FAMILY DISTURBANCE,30.19065513,-97.78894926
78701,BURGLARY OF VEHICLE,30.25660993,-97.73847899
78745,THEFT,30.20084234,-97.78784823
78753,THEFT,30.41357997,-97.67568979
78744,FAMILY DISTURBANCE,30.20046947,-97.74020853
78723,FAMILY DISTURBANCE,30.28672986,-97.67001719
78701,THEFT,30.26678665,-97.73918136
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.30935541,-97.67350414
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.41482489,-97.66781719
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.3711701,-97.71587339
78741,FAMILY DISTURBANCE,30.22823533,-97.73294807
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.21858748,-97.80089994
78745,BURGLARY OF VEHICLE,30.19259606,-97.77497082
78745,THEFT,30.21325178,-97.83012892
78753,BURGLARY OF VEHICLE,30.34664576,-97.69657342
78701,THEFT,30.25891746,-97.73902211
78704,THEFT,30.2571429,-97.74688248
78741,THEFT,30.22745335,-97.72857305
78758,CRIMINAL MISCHIEF,30.39868413,-97.71813426
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.27054719,-97.71973276
78741,FAMILY DISTURBANCE,30.23399298,-97.69481245
78745,FAMILY DISTURBANCE,30.20716805,-97.78978726
78704,ASSAULT W/INJURY-FAM/DATE VIOL,30.22958354,-97.7606221
78741,CRIMINAL MISCHIEF,30.23481903,-97.73956494
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.21348982,-97.72303094
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.39305215,-97.69426369
78753,CRIMINAL MISCHIEF,30.36652912,-97.69300709
78748,FAMILY DISTURBANCE,30.17733514,-97.79947078
78748,FAMILY DISTURBANCE,30.17457911,-97.83415363
78758,FAMILY DISTURBANCE,30.40977797,-97.69537019
78758,BURGLARY OF VEHICLE,30.4038883,-97.69799361
78753,FAMILY DISTURBANCE,30.35460168,-97.68584909
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.18794643,-97.77296329
78702,BURGLARY OF VEHICLE,30.25084216,-97.69871119
78752,FAMILY DISTURBANCE,30.32483656,-97.69543204
78758,THEFT,30.40798953,-97.68438924
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19754361,-97.7608199
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.37119483,-97.71452465
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.35460168,-97.68584909
78741,FAMILY DISTURBANCE,30.23154682,-97.7260523
78741,FAMILY DISTURBANCE,30.23154682,-97.7260523
78744,FAMILY DISTURBANCE,30.18089362,-97.76933873
78753,FAMILY DISTURBANCE,30.39295402,-97.67684845
78753,FAMILY DISTURBANCE,30.33925655,-97.68727855
78723,CRIMINAL MISCHIEF,30.28698019,-97.7039839
78759,BURGLARY OF VEHICLE,30.39369824,-97.73929471
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.24849791,-97.73393882
78741,FAMILY DISTURBANCE,30.23496305,-97.7183772
78753,BURGLARY OF VEHICLE,30.34664576,-97.69657342
78758,FAMILY DISTURBANCE,30.37459054,-97.71151415
78753,FAMILY DISTURBANCE,30.35538352,-97.70058109
78741,FAMILY DISTURBANCE,30.24047937,-97.71941252
78702,BURGLARY OF VEHICLE,30.26360375,-97.72762308
78759,BURGLARY OF VEHICLE,30.39369824,-97.73929471
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.25783424,-97.71861318
78748,FAMILY DISTURBANCE,30.17736954,-97.82804803
78752,FAMILY DISTURBANCE,30.32915121,-97.68006999
78741,FAMILY DISTURBANCE,30.24047937,-97.71941252
78702,CRIMINAL MISCHIEF,30.25783424,-97.71861318
78758,BURGLARY OF VEHICLE,30.37877695,-97.70843752
78741,FAMILY DISTURBANCE,30.22904092,-97.73876678
78758,FAMILY DISTURBANCE,30.36983064,-97.71587168
78758,THEFT,30.37510935,-97.71119553
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.34376555,-97.704047
78702,CRIMINAL MISCHIEF,30.27086096,-97.70602626
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.34376555,-97.704047
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26668013,-97.73881034
78759,BURGLARY OF VEHICLE,30.39703797,-97.75023971
78741,THEFT,30.22527133,-97.72757724
78745,CRIMINAL MISCHIEF,30.20308498,-97.80860476
78704,FAMILY DISTURBANCE,30.22799205,-97.76162732
78701,CRIMINAL MISCHIEF,30.26178155,-97.7387994
78702,BURGLARY OF VEHICLE,30.26214932,-97.72697163
78753,FAMILY DISTURBANCE,30.344537,-97.70156523
78723,THEFT,30.3185291,-97.7034222
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19775264,-97.73683977
78704,BURGLARY OF VEHICLE,30.25059069,-97.75474976
78702,BURGLARY OF VEHICLE,30.26338767,-97.72754653
78702,BURGLARY OF VEHICLE,30.26338767,-97.72754653
78745,FAMILY DISTURBANCE,30.21014487,-97.76873966
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.2234918,-97.80468579
78752,ASSAULT W/INJURY-FAM/DATE VIOL,30.32596453,-97.69197393
78753,FAMILY DISTURBANCE,30.34617106,-97.69983996
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.26363139,-97.72776491
78741,FAMILY DISTURBANCE,30.23769583,-97.73088466
78753,FAMILY DISTURBANCE,30.37880149,-97.66735055
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.344303,-97.69767122
78758,BURGLARY OF VEHICLE,30.35465196,-97.70433696
78701,BURGLARY OF VEHICLE,30.26923399,-97.73970178
78701,THEFT,30.27847641,-97.74370924
78753,THEFT,30.37472693,-97.67683667
78701,THEFT,30.26813608,-97.74171477
78701,THEFT,30.26198445,-97.73863237
78758,BURGLARY OF VEHICLE,30.3792741,-97.70840495
78748,THEFT,30.16548757,-97.78952006
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26701898,-97.74495761
78753,THEFT,30.3391525,-97.69116892
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26706768,-97.73934174
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.20809201,-97.75526036
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.2018439,-97.77187305
78723,CRIMINAL MISCHIEF,30.31410453,-97.69944073
78757,BURGLARY OF VEHICLE,30.35847241,-97.72725481
78758,FAMILY DISTURBANCE,30.38385643,-97.6947406
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.37630125,-97.71043671
78741,CRIMINAL MISCHIEF,30.24136087,-97.71692105
78701,BURGLARY OF VEHICLE,30.26829479,-97.74004387
78723,FAMILY DISTURBANCE,30.3186038,-97.68793685
78741,BURGLARY OF VEHICLE,30.23258831,-97.72209348
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.27245532,-97.75076577
78701,BURGLARY OF VEHICLE,30.25680566,-97.73918023
78741,CRIMINAL MISCHIEF,30.23857151,-97.72242267
78758,CRIMINAL MISCHIEF,30.3811367,-97.73436988
78753,FAMILY DISTURBANCE,30.38667748,-97.66319575
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.22900387,-97.70310447
78741,THEFT,30.24131642,-97.72837017
78759,BURGLARY OF VEHICLE,30.39425554,-97.74142127
78704,FAMILY DISTURBANCE,30.22958354,-97.7606221
78753,FAMILY DISTURBANCE,30.34950001,-97.69667616
78744,THEFT,30.19088874,-97.75280036
78758,FAMILY DISTURBANCE,30.36729523,-97.70110913
78758,CRIMINAL MISCHIEF,30.3779795,-97.6997231
78757,BURGLARY OF VEHICLE,30.36336695,-97.72125181
78704,ASSAULT W/INJURY-FAM/DATE VIOL,30.25411363,-97.76734056
78701,THEFT,30.26650256,-97.73819092
78741,THEFT,30.23073557,-97.71607817
78752,FAMILY DISTURBANCE,30.33351301,-97.69151044
78758,CRIMINAL MISCHIEF,30.36749532,-97.70348888
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.17909649,-97.75340017
78723,CRIMINAL MISCHIEF,30.32200949,-97.67958793
78741,FAMILY DISTURBANCE,30.23039867,-97.72977637
78745,CRIMINAL MISCHIEF,30.20075916,-97.76934344
78748,FAMILY DISTURBANCE,30.17360514,-97.804725
78753,FAMILY DISTURBANCE,30.38978843,-97.65120925
78753,BURGLARY OF VEHICLE,30.34664576,-97.69657342
78745,FAMILY DISTURBANCE,30.20697221,-97.79100519
78758,THEFT,30.40934374,-97.69873297
78759,CRIMINAL MISCHIEF,30.37347875,-97.7404381
78741,THEFT,30.22863192,-97.70615517
78753,CRIMINAL MISCHIEF,30.35360053,-97.67720286
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26664758,-97.73869715
78701,THEFT,30.26731856,-97.74113787
78744,BURGLARY OF VEHICLE,30.21138821,-97.73288225
78745,CRIMINAL MISCHIEF,30.2268757,-97.78461889
78753,BURGLARY OF VEHICLE,30.38874101,-97.66072113
78753,BURGLARY OF VEHICLE,30.37499646,-97.68574913
78744,FAMILY DISTURBANCE,30.19571438,-97.74348014
78741,BURGLARY OF VEHICLE,30.22840374,-97.7183901
78741,CRIMINAL MISCHIEF,30.22625344,-97.72988811
78744,FAMILY DISTURBANCE,30.18558475,-97.75191312
78741,FAMILY DISTURBANCE,30.23883442,-97.72979918
78758,BURGLARY OF VEHICLE,30.39776451,-97.72673528
78752,FAMILY DISTURBANCE,30.32628674,-97.6902594
78753,FAMILY DISTURBANCE,30.39287613,-97.6589345
78759,BURGLARY OF VEHICLE,30.39447357,-97.74827473
78723,FAMILY DISTURBANCE,30.31967839,-97.69711062
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.20832221,-97.78586521
78753,FAMILY DISTURBANCE,30.38075846,-97.68108631
78704,THEFT,30.25571164,-97.76254277
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.31066814,-97.68829704
78701,CRIMINAL MISCHIEF,30.2589189,-97.73841377
78759,BURGLARY OF VEHICLE,30.38469153,-97.73987328
78759,BURGLARY OF VEHICLE,30.39551177,-97.75025205
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.36745307,-97.70277003
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26797616,-97.737619
78745,CRIMINAL MISCHIEF,30.1974094,-97.78989537
78758,BURGLARY OF VEHICLE,30.37781523,-97.70996095
78701,THEFT,30.26857033,-97.7402044
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.37472693,-97.67683667
78704,BURGLARY OF VEHICLE,30.2200027,-97.75439457
78745,FAMILY DISTURBANCE,30.22225381,-97.78856025
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.42425464,-97.67119665
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.23039867,-97.72977637
78741,FAMILY DISTURBANCE,30.22484581,-97.72059573
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.18669219,-97.75814874
78704,FAMILY DISTURBANCE,30.23684786,-97.74863601
78753,BURGLARY OF VEHICLE,30.36442773,-97.69460608
78758,THEFT,30.37114118,-97.72066061
78759,BURGLARY OF VEHICLE,30.42922507,-97.76434159
78745,CRIMINAL MISCHIEF,30.2100654,-97.78128151
78741,BURGLARY OF VEHICLE,30.23258831,-97.72209348
78741,BURGLARY OF VEHICLE,30.22350129,-97.72533837
78744,THEFT,30.20179612,-97.7505997
78702,BURGLARY OF VEHICLE,30.25374625,-97.70955232
78757,BURGLARY OF VEHICLE,30.36279146,-97.73055397
78741,THEFT,30.22642499,-97.72791034
78753,FAMILY DISTURBANCE,30.3812244,-97.66284553
78741,THEFT,30.24383446,-97.73453635
78745,FAMILY DISTURBANCE,30.22663551,-97.80511022
78704,CRIMINAL MISCHIEF,30.23882872,-97.75726843
78748,FAMILY DISTURBANCE,30.16447299,-97.82858174
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.16638537,-97.7449941
78752,ASSAULT W/INJURY-FAM/DATE VIOL,30.32628674,-97.6902594
78757,BURGLARY OF VEHICLE,30.34810976,-97.73081058
78745,CRIMINAL MISCHIEF,30.19832167,-97.77728568
78753,FAMILY DISTURBANCE,30.33941854,-97.6872646
78741,CRIMINAL MISCHIEF,30.23096164,-97.69973496
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.35557234,-97.6841067
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.35460168,-97.68584909
78744,BURGLARY OF VEHICLE,30.21003832,-97.73751653
78744,THEFT,30.19132348,-97.76951152
78753,BURGLARY OF VEHICLE,30.35249308,-97.67525761
78758,BURGLARY OF VEHICLE,30.37212829,-97.70087254
78745,FAMILY DISTURBANCE,30.19594323,-97.81926488
78741,FAMILY DISTURBANCE,30.22900387,-97.70310447
78753,BURGLARY OF VEHICLE,30.36852919,-97.68556191
78702,FAMILY DISTURBANCE,30.26393571,-97.7251491
78744,FAMILY DISTURBANCE,30.18739944,-97.76364483
78704,THEFT,30.25962312,-97.77920804
78704,THEFT,30.25962312,-97.77920804
78752,FAMILY DISTURBANCE,30.33615398,-97.708145
78744,BURGLARY OF VEHICLE,30.19705974,-97.76493932
78701,BURGLARY OF VEHICLE,30.25709508,-97.73853249
78758,BURGLARY OF VEHICLE,30.38209954,-97.70817577
78752,FAMILY DISTURBANCE,30.33470834,-97.71990969
78704,THEFT,30.23607389,-97.78675173
78753,BURGLARY OF VEHICLE,30.34842401,-97.70414835
78741,THEFT,30.23954829,-97.69225645
78753,THEFT,30.41209591,-97.67309052
78744,FAMILY DISTURBANCE,30.19570805,-97.7293371
78753,FAMILY DISTURBANCE,30.36685701,-97.69196728
78701,CRIMINAL MISCHIEF,30.25546606,-97.73889941
78752,FAMILY DISTURBANCE,30.32856344,-97.70736232
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.38075846,-97.68108631
78704,ASSAULT W/INJURY-FAM/DATE VIOL,30.26132966,-97.75880034
78753,FAMILY DISTURBANCE,30.38075846,-97.68108631
78758,CRIMINAL MISCHIEF,30.3590516,-97.71464186
78758,FAMILY DISTURBANCE,30.37306027,-97.71738905
78702,BURGLARY OF VEHICLE,30.26568658,-97.70906622
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.23101906,-97.70172565
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.25699964,-97.71101631
78741,THEFT,30.2290798,-97.74326956
78744,FAMILY DISTURBANCE,30.21529713,-97.74336678
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.21163525,-97.79176279
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.40196081,-97.70177135
78748,THEFT,30.16548757,-97.78952006
78758,BURGLARY OF VEHICLE,30.37781523,-97.70996095
78741,BURGLARY OF VEHICLE,30.23964224,-97.72786734
78741,THEFT,30.23581427,-97.72262391
78753,THEFT,30.39495724,-97.65282634
78723,CRIMINAL MISCHIEF,30.29340659,-97.67817798
78748,THEFT,30.17333219,-97.78554992
78753,BURGLARY OF VEHICLE,30.4052639,-97.67189559
78741,THEFT,30.23581427,-97.72262391
78741,BURGLARY OF VEHICLE,30.23289806,-97.71880686
78753,BURGLARY OF VEHICLE,30.41852484,-97.67182458
78745,THEFT,30.18580404,-97.79784308
78741,THEFT,30.23422124,-97.72043711
78704,FAMILY DISTURBANCE,30.25714637,-97.75018995
78753,BURGLARY OF VEHICLE,30.40907805,-97.67770513
78744,BURGLARY OF VEHICLE,30.17952332,-97.77026779
78759,BURGLARY OF VEHICLE,30.3692281,-97.75004888
78745,CRIMINAL MISCHIEF,30.22764962,-97.78039247
78758,THEFT,30.40485382,-97.71371503
78753,FAMILY DISTURBANCE,30.35500023,-97.68237496
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.40756484,-97.71421252
78757,BURGLARY OF VEHICLE,30.36103041,-97.7225298
78759,BURGLARY OF VEHICLE,30.42671762,-97.77553865
78704,FAMILY DISTURBANCE,30.26059237,-97.77278886
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.22249725,-97.70447881
78744,BURGLARY OF VEHICLE,30.1801971,-97.76848034
78753,FAMILY DISTURBANCE,30.3709332,-97.68823646
78741,BURGLARY OF VEHICLE,30.22146491,-97.72690401
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.29255407,-97.68895826
78758,BURGLARY OF VEHICLE,30.40481139,-97.68205553
78758,BURGLARY OF VEHICLE,30.38171954,-97.70748187
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.36139573,-97.70728352
78704,BURGLARY OF VEHICLE,30.25015626,-97.74984156
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.26506714,-97.71656692
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.35557234,-97.6841067
78723,FAMILY DISTURBANCE,30.30755468,-97.67805181
78704,CRIMINAL MISCHIEF,30.2492021,-97.74944259
78702,BURGLARY OF VEHICLE,30.25702493,-97.69363178
78753,BURGLARY OF VEHICLE,30.34983595,-97.69736465
78753,BURGLARY OF VEHICLE,30.34983595,-97.69736465
78759,BURGLARY OF VEHICLE,30.3999032,-97.7394387
78745,CRIMINAL MISCHIEF,30.21659949,-97.79731024
78702,THEFT,30.25814364,-97.73192078
78745,FAMILY DISTURBANCE,30.19835668,-97.78926252
78758,FAMILY DISTURBANCE,30.3718079,-97.71141535
78704,THEFT,30.2200027,-97.75439457
78753,THEFT,30.34662068,-97.69508684
78753,FAMILY DISTURBANCE,30.34983595,-97.69736465
78748,FAMILY DISTURBANCE,30.17857459,-97.81937171
78748,FAMILY DISTURBANCE,30.17309049,-97.81433268
78744,THEFT,30.21348971,-97.73153998
78759,BURGLARY OF VEHICLE,30.40064201,-97.73748336
78759,BURGLARY OF VEHICLE,30.40064201,-97.73748336
78745,BURGLARY OF VEHICLE,30.23070437,-97.80238439
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.2670569,-97.73677238
78759,BURGLARY OF VEHICLE,30.40064201,-97.73748336
78759,BURGLARY OF VEHICLE,30.40064201,-97.73748336
78748,FAMILY DISTURBANCE,30.17946494,-97.79147881
78745,BURGLARY OF VEHICLE,30.2316546,-97.79911618
78704,BURGLARY OF VEHICLE,30.24826225,-97.74961663
78745,FAMILY DISTURBANCE,30.1928555,-97.79186421
78753,THEFT,30.4052639,-97.67189559
78704,BURGLARY OF VEHICLE,30.23757834,-97.78952162
78741,BURGLARY OF VEHICLE,30.23158263,-97.71392359
78741,FAMILY DISTURBANCE,30.23893301,-97.72207713
78753,CRIMINAL MISCHIEF,30.3571488,-97.69520482
78745,BURGLARY OF VEHICLE,30.23070437,-97.80238439
78753,FAMILY DISTURBANCE,30.35460168,-97.68584909
78748,FAMILY DISTURBANCE,30.14860941,-97.79410667
78745,FAMILY DISTURBANCE,30.22815842,-97.80284384
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.2666238,-97.73860907
