zip_code,offense_type,latitude,longitude
78704,FAMILY DISTURBANCE,30.25530543,-97.7642295
78723,THEFT,30.31345619,-97.69894171
78723,CRIMINAL MISCHIEF,30.30755468,-97.67805181
78758,THEFT,30.3577215,-97.71577214
78758,BURGLARY OF VEHICLE,30.39442761,-97.72737754
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26752644,-97.73972231
78741,THEFT,30.22671481,-97.70628333
78753,CRIMINAL MISCHIEF,30.3433658,-97.69997996
78744,THEFT,30.19162117,-97.76734758
78741,FAMILY DISTURBANCE,30.21520626,-97.70207728
78741,BURGLARY OF VEHICLE,30.23905627,-97.73761394
78741,BURGLARY OF VEHICLE,30.23770208,-97.72794502
78723,FAMILY DISTURBANCE,30.31554109,-97.70229583
78704,FAMILY DISTURBANCE,30.23601358,-97.77861298
78741,THEFT,30.23015315,-97.73258287
78752,FAMILY DISTURBANCE,30.33049529,-97.71723687
78745,CRIMINAL MISCHIEF,30.21630143,-97.7737571
78753,CRIMINAL MISCHIEF,30.37852283,-97.67459721
78753,BURGLARY OF VEHICLE,30.37067836,-97.67338611
78758,FAMILY DISTURBANCE,30.37025069,-97.71718296
78745,BURGLARY OF VEHICLE,30.19997148,-97.81460067
78704,CRIMINAL MISCHIEF,30.23948198,-97.77421651
78741,BURGLARY OF VEHICLE,30.23778745,-97.70131314
78701,CRIMINAL MISCHIEF,30.26725705,-97.73674165
78759,BURGLARY OF VEHICLE,30.41666864,-97.74171668
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.36287668,-97.68088028
78758,FAMILY DISTURBANCE,30.3711701,-97.71587339
78753,BURGLARY OF VEHICLE,30.35216203,-97.68624586
78701,CRIMINAL MISCHIEF,30.28063107,-97.74199725
78723,THEFT,30.30635272,-97.70916806
78704,BURGLARY OF VEHICLE,30.2436254,-97.76220248
78753,BURGLARY OF VEHICLE,30.34887091,-97.6852326
78741,BURGLARY OF VEHICLE,30.22764855,-97.72330072
78741,CRIMINAL MISCHIEF,30.22527133,-97.72757724
78741,CRIMINAL MISCHIEF,30.23146495,-97.72122433
78753,FAMILY DISTURBANCE,30.3460179,-97.69666986
78752,FAMILY DISTURBANCE,30.3314895,-97.70318623
78745,FAMILY DISTURBANCE,30.21775899,-97.77361397
78759,CRIMINAL MISCHIEF,30.38614562,-97.76388727
78748,FAMILY DISTURBANCE,30.16255481,-97.8287992
78701,CRIMINAL MISCHIEF,30.26744445,-97.73553891
78744,FAMILY DISTURBANCE,30.18854877,-97.76458936
78759,BURGLARY OF VEHICLE,30.40000282,-97.74587058
78704,THEFT,30.23225628,-97.77308403
78701,CRIMINAL MISCHIEF,30.27620866,-97.73616181
78745,THEFT,30.22671219,-97.78234604
78701,BURGLARY OF VEHICLE,30.27798658,-97.74628281
78759,BURGLARY OF VEHICLE,30.39764251,-97.74707295
78704,THEFT,30.2200027,-97.75439457
78759,BURGLARY OF VEHICLE,30.39764251,-97.74707295
78745,BURGLARY OF VEHICLE,30.23026681,-97.78932146
78745,FAMILY DISTURBANCE,30.19233506,-97.83501139
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.1915177,-97.74431132
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.24250177,-97.72809745
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.28774528,-97.67534198
78701,BURGLARY OF VEHICLE,30.27011324,-97.7475521
78748,FAMILY DISTURBANCE,30.16548757,-97.78952006
78741,CRIMINAL MISCHIEF,30.23289806,-97.71880686
78758,THEFT,30.40007896,-97.72693922
78758,THEFT,30.4006799,-97.72673578
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26797616,-97.737619
78701,CRIMINAL MISCHIEF,30.26576521,-97.7354637
78741,BURGLARY OF VEHICLE,30.22967731,-97.73014421
78752,FAMILY DISTURBANCE,30.33146119,-97.69057422
78701,THEFT,30.26797616,-97.737619
78753,THEFT,30.41554401,-97.67477248
78759,CRIMINAL MISCHIEF,30.41069234,-97.71678989
78745,FAMILY DISTURBANCE,30.1983486,-97.7988405
78745,CRIMINAL MISCHIEF,30.18703535,-97.78036385
78741,BURGLARY OF VEHICLE,30.22896247,-97.73530392
78723,FAMILY DISTURBANCE,30.31217337,-97.67000285
78758,FAMILY DISTURBANCE,30.40536947,-97.71135613
78723,FAMILY DISTURBANCE,30.31995698,-97.6887367
78745,BURGLARY OF VEHICLE,30.19740637,-97.82740181
78753,THEFT,30.39438783,-97.67065387
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.34940853,-97.70239954
78704,FAMILY DISTURBANCE,30.23252287,-97.77706781
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.271746,-97.70801111
78745,THEFT,30.19354336,-97.77200446
78757,BURGLARY OF VEHICLE,30.36349741,-97.72698899
78758,THEFT,30.38062743,-97.70612851
78723,THEFT,30.29930398,-97.67369558
78741,FAMILY DISTURBANCE,30.23146495,-97.72122433
78744,THEFT,30.1919505,-97.74096273
78758,FAMILY DISTURBANCE,30.35642442,-97.70158023
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.3443105,-97.6997766
78702,FAMILY DISTURBANCE,30.27054719,-97.71973276
78704,THEFT,30.24228012,-97.76561185
78748,FAMILY DISTURBANCE,30.13757481,-97.80032624
78744,BURGLARY OF VEHICLE,30.21463049,-97.75080439
78704,BURGLARY OF VEHICLE,30.23227592,-97.79257838
78702,BURGLARY OF VEHICLE,30.26156218,-97.71948173
78744,FAMILY DISTURBANCE,30.15957223,-97.77588295
78757,BURGLARY OF VEHICLE,30.36280328,-97.7201792
78702,BURGLARY OF VEHICLE,30.26254371,-97.7255384
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19616264,-97.73573951
78701,THEFT,30.26952415,-97.7464367
78701,BURGLARY OF VEHICLE,30.26713602,-97.74190321
78745,CRIMINAL MISCHIEF,30.22793572,-97.78592114
78745,CRIMINAL MISCHIEF,30.19592149,-97.83008719
78745,FAMILY DISTURBANCE,30.19446507,-97.78125033
78704,THEFT,30.25525135,-97.76167113
78723,THEFT,30.31563889,-97.70532062
78702,THEFT,30.27439181,-97.71715388
78745,THEFT,30.19172662,-97.81392596
78704,THEFT,30.25393477,-97.76472851
78741,THEFT,30.24000077,-97.72764543
78745,BURGLARY OF VEHICLE,30.20037025,-97.76887566
78702,BURGLARY OF VEHICLE,30.26246962,-97.72798003
78704,BURGLARY OF VEHICLE,30.24256089,-97.74158705
78758,CRIMINAL MISCHIEF,30.37732178,-97.69997262
78745,FAMILY DISTURBANCE,30.20573418,-97.80014446
78745,THEFT,30.22910924,-97.7880914
78744,BURGLARY OF VEHICLE,30.21364024,-97.7495705
78741,FAMILY DISTURBANCE,30.22764855,-97.72330072
78741,FAMILY DISTURBANCE,30.22249725,-97.70447881
78702,BURGLARY OF VEHICLE,30.25323472,-97.70057209
78758,FAMILY DISTURBANCE,30.39089141,-97.70074098
78744,THEFT,30.18459999,-97.7734097
78704,BURGLARY OF VEHICLE,30.24553949,-97.77125567
78701,BURGLARY OF VEHICLE,30.26529698,-97.74916709
78758,FAMILY DISTURBANCE,30.3711701,-97.71587339
78758,BURGLARY OF VEHICLE,30.37371656,-97.72557723
78752,FAMILY DISTURBANCE,30.32835797,-97.70243775
78748,THEFT,30.16548757,-97.78952006
78723,FAMILY DISTURBANCE,30.3185291,-97.7034222
78745,BURGLARY OF VEHICLE,30.21190923,-97.77128315
78753,BURGLARY OF VEHICLE,30.35940846,-97.68500671
78701,THEFT,30.26797616,-97.737619
78745,FAMILY DISTURBANCE,30.2135533,-97.81171317
78723,FAMILY DISTURBANCE,30.29100117,-97.6769067
78701,THEFT,30.26751257,-97.73686469
78741,BURGLARY OF VEHICLE,30.23532226,-97.72493362
78704,THEFT,30.2200027,-97.75439457
78741,THEFT,30.23581427,-97.72262391
78758,THEFT,30.37686079,-97.71224546
78757,BURGLARY OF VEHICLE,30.36229883,-97.72417643
78753,THEFT,30.37071617,-97.69185207
78723,THEFT,30.30635272,-97.70916806
78744,BURGLARY OF VEHICLE,30.2061806,-97.75704027
78759,BURGLARY OF VEHICLE,30.38934735,-97.75212082
78758,BURGLARY OF VEHICLE,30.37196131,-97.69595738
78744,CRIMINAL MISCHIEF,30.15957223,-97.77588295
78745,FAMILY DISTURBANCE,30.21327943,-97.8285892
78757,BURGLARY OF VEHICLE,30.36694207,-97.7284025
78748,THEFT,30.16056764,-97.79244422
78741,FAMILY DISTURBANCE,30.23039867,-97.72977637
78741,THEFT,30.22506829,-97.73030644
78741,CRIMINAL MISCHIEF,30.22818914,-97.72810346
78723,THEFT,30.31188925,-97.70205938
78759,BURGLARY OF VEHICLE,30.36919898,-97.74519357
78744,FAMILY DISTURBANCE,30.15957223,-97.77588295
78759,BURGLARY OF VEHICLE,30.39970299,-97.77604912
78753,THEFT,30.39757492,-97.65793163
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.41482489,-97.66781719
78757,BURGLARY OF VEHICLE,30.36161506,-97.71896177
78753,CRIMINAL MISCHIEF,30.38807024,-97.65849358
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.22943519,-97.72203304
78745,FAMILY DISTURBANCE,30.21714425,-97.82806147
78748,FAMILY DISTURBANCE,30.18376511,-97.80725445
78704,FAMILY DISTURBANCE,30.24577607,-97.7656266
78744,FAMILY DISTURBANCE,30.1996283,-97.73520938
78702,FAMILY DISTURBANCE,30.25439507,-97.73599455
78752,FAMILY DISTURBANCE,30.32252654,-97.71072866
78758,FAMILY DISTURBANCE,30.37159237,-97.71419349
78741,FAMILY DISTURBANCE,30.22813323,-97.73117084
78745,BURGLARY OF VEHICLE,30.20067462,-97.77254048
78759,BURGLARY OF VEHICLE,30.41336042,-97.7349386
78702,FAMILY DISTURBANCE,30.26612288,-97.73411381
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.25920397,-97.73063759
78741,CRIMINAL MISCHIEF,30.23178517,-97.73358414
78758,FAMILY DISTURBANCE,30.3766482,-97.73044008
78741,FAMILY DISTURBANCE,30.22764855,-97.72330072
78758,BURGLARY OF VEHICLE,30.37173718,-97.72332158
78702,BURGLARY OF VEHICLE,30.25271802,-97.69992089
78744,FAMILY DISTURBANCE,30.16337802,-97.74425172
78704,FAMILY DISTURBANCE,30.2373509,-97.79081044
78758,FAMILY DISTURBANCE,30.39269713,-97.70362954
78758,FAMILY DISTURBANCE,30.36871033,-97.70372535
78753,BURGLARY OF VEHICLE,30.38052071,-97.65877278
78701,THEFT,30.26751809,-97.74352474
78757,BURGLARY OF VEHICLE,30.37214156,-97.73687706
78741,FAMILY DISTURBANCE,30.23433705,-97.71398825
78744,FAMILY DISTURBANCE,30.18722209,-97.74991287
78701,BURGLARY OF VEHICLE,30.26767141,-97.74212965
78704,BURGLARY OF VEHICLE,30.23030487,-97.76490721
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.26901621,-97.71883631
78704,CRIMINAL MISCHIEF,30.23988105,-97.73854839
78753,FAMILY DISTURBANCE,30.37276709,-97.69114246
78741,FAMILY DISTURBANCE,30.23433705,-97.71398825
78744,FAMILY DISTURBANCE,30.19635892,-97.7525181
78744,FAMILY DISTURBANCE,30.19852876,-97.7512823
78701,CRIMINAL MISCHIEF,30.2657445,-97.75240276
78723,THEFT,30.3078014,-97.66503268
78702,BURGLARY OF VEHICLE,30.25323472,-97.70057209
78753,THEFT,30.3391525,-97.69116892
78723,THEFT,30.31639298,-97.70614968
78753,CRIMINAL MISCHIEF,30.39495724,-97.65282634
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.27378531,-97.71991443
78753,THEFT,30.35804837,-97.68707066
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.23273037,-97.72461087
78758,CRIMINAL MISCHIEF,30.36842159,-97.70533818
78704,ASSAULT W/INJURY-FAM/DATE VIOL,30.26284713,-97.76712745
78741,FAMILY DISTURBANCE,30.22249725,-97.70447881
78704,THEFT,30.2200027,-97.75439457
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.40083313,-97.7226386
78741,FAMILY DISTURBANCE,30.23154682,-97.7260523
78753,FAMILY DISTURBANCE,30.37632545,-97.68510994
78704,CRIMINAL MISCHIEF,30.23521905,-97.77669871
78757,BURGLARY OF VEHICLE,30.34585808,-97.7447131
78752,FAMILY DISTURBANCE,30.34223277,-97.70722805
78702,BURGLARY OF VEHICLE,30.26097417,-97.73478786
78753,FAMILY DISTURBANCE,30.407014,-97.66862336
78753,BURGLARY OF VEHICLE,30.41431827,-97.67840489
78745,BURGLARY OF VEHICLE,30.20067462,-97.77254048
78758,FAMILY DISTURBANCE,30.4122162,-97.69075931
78704,THEFT,30.24690243,-97.73528058
78758,FAMILY DISTURBANCE,30.3725464,-97.71148408
78759,BURGLARY OF VEHICLE,30.39509723,-97.77375687
78757,BURGLARY OF VEHICLE,30.33849191,-97.75136022
78758,CRIMINAL MISCHIEF,30.3590516,-97.71464186
78758,FAMILY DISTURBANCE,30.37521409,-97.71174462
78744,CRIMINAL MISCHIEF,30.20549246,-97.73862345
78741,THEFT,30.21948434,-97.70589093
78741,CRIMINAL MISCHIEF,30.23039867,-97.72977637
78753,FAMILY DISTURBANCE,30.39784803,-97.66153475
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.38865842,-97.69981846
78741,FAMILY DISTURBANCE,30.22840374,-97.7183901
78757,BURGLARY OF VEHICLE,30.34899,-97.74863108
78753,BURGLARY OF VEHICLE,30.38048056,-97.66199375
78758,FAMILY DISTURBANCE,30.37233165,-97.71861416
78759,CRIMINAL MISCHIEF,30.4097708,-97.76044298
78753,BURGLARY OF VEHICLE,30.37941112,-97.66016762
78704,FAMILY DISTURBANCE,30.25013569,-97.77347798
78758,FAMILY DISTURBANCE,30.41191011,-97.70035419
78723,THEFT,30.31830072,-97.70623405
78741,FAMILY DISTURBANCE,30.2266856,-97.72571479
78745,FAMILY DISTURBANCE,30.21436024,-97.78398643
78757,BURGLARY OF VEHICLE,30.36251352,-97.73407246
78758,CRIMINAL MISCHIEF,30.37411104,-97.69858213
78758,THEFT,30.39353492,-97.72567574
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.3854068,-97.70689608
78702,FAMILY DISTURBANCE,30.25955634,-97.72510899
78701,BURGLARY OF VEHICLE,30.26388108,-97.74537758
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.40178367,-97.71799307
78723,FAMILY DISTURBANCE,30.3222238,-97.68050777
78752,ASSAULT W/INJURY-FAM/DATE VIOL,30.33354183,-97.70576196
78723,CRIMINAL MISCHIEF,30.2872359,-97.70250644
78704,BURGLARY OF VEHICLE,30.24516622,-97.76374216
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26689113,-97.73958729
78753,THEFT,30.35830469,-97.68883016
78748,THEFT,30.16548757,-97.78952006
78701,CRIMINAL MISCHIEF,30.27826216,-97.74263441
78704,THEFT,30.23230779,-97.78988849
78753,BURGLARY OF VEHICLE,30.36240873,-97.68086143
78741,CRIMINAL MISCHIEF,30.2159901,-97.73562116
78701,THEFT,30.26560263,-97.74087977
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19872666,-97.69715294
78757,BURGLARY OF VEHICLE,30.36318853,-97.73413039
78748,FAMILY DISTURBANCE,30.17345205,-97.79532148
78741,THEFT,30.22079055,-97.74464145
78753,FAMILY DISTURBANCE,30.39295402,-97.67684845
78744,FAMILY DISTURBANCE,30.17057316,-97.78193509
78753,THEFT,30.38538148,-97.66039549
78752,FAMILY DISTURBANCE,30.32835797,-97.70243775
78702,THEFT,30.25601865,-97.71159738
78741,FAMILY DISTURBANCE,30.23125209,-97.70035101
78753,THEFT,30.36990472,-97.68917818
78702,THEFT,30.25391575,-97.71541816
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.18782573,-97.76131607
78701,BURGLARY OF VEHICLE,30.25672628,-97.73852022
78741,BURGLARY OF VEHICLE,30.24347141,-97.72722551
78704,BURGLARY OF VEHICLE,30.25958471,-97.7478119
78744,THEFT,30.17967225,-97.74690478
78704,BURGLARY OF VEHICLE,30.25958471,-97.7478119
78745,FAMILY DISTURBANCE,30.19225149,-97.82777929
78748,THEFT,30.16291061,-97.79312325
78741,BURGLARY OF VEHICLE,30.23973544,-97.71651845
78744,FAMILY DISTURBANCE,30.19299714,-97.76505681
78757,BURGLARY OF VEHICLE,30.36657697,-97.72870733
78759,CRIMINAL MISCHIEF,30.38272339,-97.73965657
78704,THEFT,30.26366649,-97.77110098
78723,THEFT,30.31337832,-97.70801648
78744,FAMILY DISTURBANCE,30.19419492,-97.73242684
78745,THEFT,30.20916384,-97.81590626
78723,FAMILY DISTURBANCE,30.32086592,-97.6889337
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19334799,-97.74532924
78704,FAMILY DISTURBANCE,30.23253806,-97.77769137
78753,FAMILY DISTURBANCE,30.34664576,-97.69657342
78741,FAMILY DISTURBANCE,30.23958468,-97.73098897
78741,FAMILY DISTURBANCE,30.23433705,-97.71398825
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.18782573,-97.76131607
78748,FAMILY DISTURBANCE,30.16103971,-97.79919221
78753,BURGLARY OF VEHICLE,30.37657832,-97.66810354
78741,CRIMINAL MISCHIEF,30.23039867,-97.72977637
78758,CRIMINAL MISCHIEF,30.3590516,-97.71464186
78702,THEFT,30.27028846,-97.72782605
78741,FAMILY DISTURBANCE,30.23977738,-97.69723602
78741,FAMILY DISTURBANCE,30.22527133,-97.72757724
78723,THEFT,30.30733856,-97.67426027
78745,THEFT,30.22198411,-97.77185833
78744,BURGLARY OF VEHICLE,30.17655268,-97.74360433
78753,FAMILY DISTURBANCE,30.41019489,-97.67837883
78753,FAMILY DISTURBANCE,30.36329473,-97.67636181
78752,FAMILY DISTURBANCE,30.33037273,-97.68194828
78723,THEFT,30.30733856,-97.67426027
78759,BURGLARY OF VEHICLE,30.41098644,-97.74471582
78759,BURGLARY OF VEHICLE,30.41456561,-97.7462635
78723,CRIMINAL MISCHIEF,30.30981334,-97.68060486
78741,BURGLARY OF VEHICLE,30.22823533,-97.73294807
78701,THEFT,30.26761327,-97.74007168
78753,ASSAULT W/INJURY-FAM/DATE VIOL,30.36676313,-97.68368194
78758,THEFT,30.36871033,-97.70372535
78753,FAMILY DISTURBANCE,30.4052639,-97.67189559
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.21432975,-97.79421894
78704,THEFT,30.23595413,-97.76999276
78753,THEFT,30.38164969,-97.6785652
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.23289806,-97.71880686
78753,FAMILY DISTURBANCE,30.39438783,-97.67065387
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26714862,-97.73668436
78744,FAMILY DISTURBANCE,30.1880239,-97.76570821
78745,FAMILY DISTURBANCE,30.18167427,-97.77743163
78745,THEFT,30.23192724,-97.793164
78758,THEFT,30.40120971,-97.7228981
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.30755468,-97.67805181
78741,FAMILY DISTURBANCE,30.22870646,-97.74303252
78741,BURGLARY OF VEHICLE,30.22935819,-97.72621907
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.19299714,-97.76505681
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.21236733,-97.77411151
78748,FAMILY DISTURBANCE,30.15963621,-97.84017988
78753,FAMILY DISTURBANCE,30.38364644,-97.66319086
78745,THEFT,30.21269493,-97.80152309
78744,BURGLARY OF VEHICLE,30.17854654,-97.75176875
78759,CRIMINAL MISCHIEF,30.40542204,-97.74796846
78744,BURGLARY OF VEHICLE,30.18222395,-97.76120876
78702,THEFT,30.25955661,-97.71137775
78701,BURGLARY OF VEHICLE,30.26653372,-97.74844009
78741,BURGLARY OF VEHICLE,30.24610576,-97.71358348
78701,THEFT,30.26703084,-97.73792958
78701,THEFT,30.26797616,-97.737619
78744,BURGLARY OF VEHICLE,30.17967225,-97.74690478
78704,ASSAULT W/INJURY-FAM/DATE VIOL,30.22235873,-97.74888756
78759,BURGLARY OF VEHICLE,30.39447357,-97.74827473
78741,THEFT,30.24450788,-97.72963988
78753,THEFT,30.3930123,-97.65030736
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.17100834,-97.69660177
78723,FAMILY DISTURBANCE,30.32142005,-97.67928077
78702,THEFT,30.26052719,-97.71270742
78704,FAMILY DISTURBANCE,30.23405088,-97.77742329
78757,BURGLARY OF VEHICLE,30.37186317,-97.72586524
78744,BURGLARY OF VEHICLE,30.21439811,-97.70209929
78752,FAMILY DISTURBANCE,30.32695651,-97.69433415
78744,FAMILY DISTURBANCE,30.19049037,-97.74124885
78748,FAMILY DISTURBANCE,30.16927235,-97.80063492
78757,BURGLARY OF VEHICLE,30.35699657,-97.72555039
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.20524259,-97.75566571
78741,CRIMINAL MISCHIEF,30.23973544,-97.71651845
78741,FAMILY DISTURBANCE,30.22527133,-97.72757724
78757,BURGLARY OF VEHICLE,30.3562711,-97.72693372
78758,THEFT,30.40120971,-97.7228981
78748,FAMILY DISTURBANCE,30.17520226,-97.79912153
78745,BURGLARY OF VEHICLE,30.20067462,-97.77254048
78753,BURGLARY OF VEHICLE,30.38044928,-97.65429552
78745,FAMILY DISTURBANCE,30.19470452,-97.78250094
78723,THEFT,30.31941418,-97.69149066
78704,FAMILY DISTURBANCE,30.24694598,-97.77860885
78702,FAMILY DISTURBANCE,30.26983596,-97.7177653
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.26983596,-97.7177653
78741,BURGLARY OF VEHICLE,30.24369828,-97.72850865
78744,ASSAULT W/INJURY-FAM/DATE VIOL,30.1956995,-97.75774085
78744,BURGLARY OF VEHICLE,30.19238979,-97.74078947
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.2872359,-97.70250644
78723,THEFT,30.30416717,-97.70156941
78741,FAMILY DISTURBANCE,30.22745335,-97.72857305
78702,CRIMINAL MISCHIEF,30.25600821,-97.72658615
78744,THEFT,30.19452533,-97.74275531
78702,CRIMINAL MISCHIEF,30.25955661,-97.71137775
78702,BURGLARY OF VEHICLE,30.25756613,-97.72799829
78744,FAMILY DISTURBANCE,30.20352028,-97.71322159
78704,BURGLARY OF VEHICLE,30.25292427,-97.76384934
78748,THEFT,30.16291061,-97.79312325
78758,CRIMINAL MISCHIEF,30.37668946,-97.69703982
78741,THEFT,30.21576739,-97.70623271
78704,BURGLARY OF VEHICLE,30.23048946,-97.77055271
78758,BURGLARY OF VEHICLE,30.36143603,-97.71625173
78723,THEFT,30.31796168,-97.70190647
78741,THEFT,30.21852482,-97.69961485
78744,THEFT,30.21364024,-97.7495705
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.37119483,-97.71452465
78753,BURGLARY OF VEHICLE,30.39335657,-97.65757278
78741,BURGLARY OF VEHICLE,30.22642499,-97.72791034
78758,THEFT,30.40193086,-97.71873789
78744,FAMILY DISTURBANCE,30.18854877,-97.76458936
78759,BURGLARY OF VEHICLE,30.39230267,-97.74591224
78744,THEFT,30.20626452,-97.74021446
78748,FAMILY DISTURBANCE,30.16990187,-97.84634681
78758,FAMILY DISTURBANCE,30.36871033,-97.70372535
78741,BURGLARY OF VEHICLE,30.23330531,-97.73842733
78745,THEFT,30.20591784,-97.80958514
78744,THEFT,30.20383973,-97.71714248
78745,THEFT,30.23026681,-97.78932146
78702,ASSAULT W/INJURY-FAM/DATE VIOL,30.27019293,-97.70724851
78753,BURGLARY OF VEHICLE,30.391136,-97.66095614
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.30755468,-97.67805181
78741,THEFT,30.2265601,-97.74216211
78745,THEFT,30.21234823,-97.77604685
78758,BURGLARY OF VEHICLE,30.39811131,-97.70598205
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.24089004,-97.73026008
78741,THEFT,30.23146495,-97.72122433
78757,BURGLARY OF VEHICLE,30.3563605,-97.72713744
78744,THEFT,30.19754361,-97.7608199
78741,BURGLARY OF VEHICLE,30.23964224,-97.72786734
78758,FAMILY DISTURBANCE,30.39637304,-97.70007731
78741,THEFT,30.23206608,-97.73739957
78741,BURGLARY OF VEHICLE,30.23532226,-97.72493362
78758,CRIMINAL MISCHIEF,30.36926216,-97.69510501
78723,THEFT,30.32028083,-97.6904366
78723,THEFT,30.30178356,-97.69867079
78748,THEFT,30.16548757,-97.78952006
78748,THEFT,30.16548757,-97.78952006
78758,THEFT,30.36276408,-97.69796598
78701,ASSAULT W/INJURY-FAM/DATE VIOL,30.26780114,-97.74120096
78702,THEFT,30.25500771,-97.71205886
78745,ASSAULT W/INJURY-FAM/DATE VIOL,30.22637546,-97.7744276
78702,FAMILY DISTURBANCE,30.26322834,-97.72026357
78741,BURGLARY OF VEHICLE,30.2334422,-97.72701787
78744,BURGLARY OF VEHICLE,30.19457683,-97.74434965
78758,ASSAULT W/INJURY-FAM/DATE VIOL,30.36438199,-97.71397697
78723,THEFT,30.30714138,-97.66939998
78744,CRIMINAL MISCHIEF,30.19049955,-97.76943208
78753,FAMILY DISTURBANCE,30.37632545,-97.68510994
78723,THEFT,30.28310294,-97.70294866
78745,BURGLARY OF VEHICLE,30.19818386,-97.76915533
78745,CRIMINAL MISCHIEF,30.2100654,-97.78128151
78753,THEFT,30.36780291,-97.69355901
78701,THEFT,30.25680566,-97.73918023
78741,ASSAULT W/INJURY-FAM/DATE VIOL,30.23433585,-97.69663704
78758,FAMILY DISTURBANCE,30.36507842,-97.69628833
78758,THEFT,30.38929887,-97.68630182
78753,BURGLARY OF VEHICLE,30.39431019,-97.65687687
78723,ASSAULT W/INJURY-FAM/DATE VIOL,30.29930398,-97.67369558
78741,THEFT,30.24127108,-97.73534656
78753,THEFT,30.38044928,-97.65429552
78759,BURGLARY OF VEHICLE,30.4274055,-97.7779007
78723,FAMILY DISTURBANCE,30.32201015,-97.67975277
78759,CRIMINAL MISCHIEF,30.38016234,-97.74235521
78723,THEFT,30.31324321,-97.66814737
78744,FAMILY DISTURBANCE,30.19394123,-97.76344868
78758,CRIMINAL MISCHIEF,30.37521409,-97.71174462
78758,THEFT,30.37362528,-97.7107125
78753,THEFT,30.38364291,-97.67175635
78753,BURGLARY OF VEHICLE,30.39675889,-97.65876334
78744,FAMILY DISTURBANCE,30.17113063,-97.73120536
78753,FAMILY DISTURBANCE,30.35460168,-97.68584909
78741,FAMILY DISTURBANCE,30.23514518,-97.730019
78745,CRIMINAL MISCHIEF,30.22400219,-97.78243661
78741,FAMILY DISTURBANCE,30.22813323,-97.73117084
78748,FAMILY DISTURBANCE,30.18100093,-97.8164627
78759,BURGLARY OF VEHICLE,30.41727413,-97.74678106
78758,CRIMINAL MISCHIEF,30.39640062,-97.70517836
78753,FAMILY DISTURBANCE,30.37110166,-97.67390415
78704,BURGLARY OF VEHICLE,30.23781689,-97.7414673
78704,THEFT,30.2200027,-97.75439457
78701,BURGLARY OF VEHICLE,30.27234114,-97.74824023
78758,FAMILY DISTURBANCE,30.37331087,-97.71134277
78758,FAMILY DISTURBANCE,30.37331087,-97.71134277
78704,BURGLARY OF VEHICLE,30.23757834,-97.78952162
78757,BURGLARY OF VEHICLE,30.35758583,-97.73887366
78759,BURGLARY OF VEHICLE,30.40528987,-97.74345996
78741,BURGLARY OF VEHICLE,30.22706496,-97.72624614
78757,BURGLARY OF VEHICLE,30.35604794,-97.73694875
78745,FAMILY DISTURBANCE,30.20890323,-97.79851292
78744,THEFT,30.19723684,-97.76334835
78741,BURGLARY OF VEHICLE,30.22585435,-97.74058481
78759,BURGLARY OF VEHICLE,30.41801083,-97.74758004
78753,FAMILY DISTURBANCE,30.36990727,-97.68610136
78723,FAMILY DISTURBANCE,30.31160795,-97.70765572
